androidVersion,androidVersionText,appId,containsAds,contentRating,currency,description,developer,genre,genreId,installs,minInstalls,permission,price,privacyPolicy,ratings,released,score,size,summary,title,url,version
5.0,5.0 and up,com.xvideostudio.videoeditor,Contains Ads,Rated for 3+,CNY,"VideoShow offers . With this movie maker, making meme, video or slideshow with picture, music, animation sticker, cartoon filter and sound effect is easy and fun. Film makers can edit video with scroll texts, FX, effects, GIFs, trendy transitions or live dubbing in personalized way. . Record your precious moments like wedding/birthday/Valentine's Day/Thanksgiving Day/Christmas Eve/Halloween. * It’s a practical video editing app & movie scene maker for both film directors and beginners. You can edit video with simple steps.* Audio extractor: Extract clear audio from any video, convert video into music.* Ready-Made Templates: All you need to do is choosing tempo and template you like, then uploading video clips or photos. A trendy video will be made with simple steps.* 4K export, save HD video with no quality loss* Use video overlay, display multiple videos in one screen. Make double exposure effect. Add emojis or animated filter * Easy-to-use, splice video clips together* Hundreds of music all fully licensed* Add voice-over, like a recorder, change your voice into robot, monster...* There's no watermark/no ads after updating to vip* Use special lenses to make original video clip * Over 50 elaborate themes available to create awesome music video/slideshow/vlog/funny videos  instantly.* Various background music, you can add local songs from your device too. Easy to shoot video or cut movies.* Variety of text styles and fonts to create artistic subtitles.* Add stunning filters to make your video different. Now 100+ filters are supported!* Blurred background, voice enhancement and speed adjustment features available.* Multiple music can be added, adjust music volume and music fade in/ fade out option. * Gif export: make your own funny gifs with pictures from your album, make your video leap.* You can splice/edit/merge/trim/split/reverse/duplicate/rotate/blur/collage clips or videos in this video cutter* Zoom in and out. Let your audience focus on the region you want!* Use fast motion/slow motion to adjust the speed of every video clip.* Video dubbing. Add your own voice or sound effects to make the video even cooler.* Doodle on video. Bored of the monotonous fonts? Just doodle it, draw anything you like on the screen!* Use video reverse, video playback to make a funny and creative original video/vlog.* Fantastic Materials Center: Themes/effects/filters/stickers/gif images/memes/emojis/fonts/sound effects/FX and more. * Square themes and no crop mode are supported.* Compress Video: You can reduce the size of your video in this video creator.* Video Trimmer: Turn the soundtrack of your video into mp3 file.* Support more than 30 languages and almost all devices.If you would like to know what people are saying about VideoShow app:Like us on Facebook: https://www.facebook.com/videoshowappFollow us on Instagram: http://instagram.com/videoshowappSubscribe us on YouTube: http://www.youtube.com/videoshowappFollow us on Twitter: https://twitter.com/videoshowapp",VideoShow EnjoyMobi Video Editor & Video Maker Inc,Video Players & Editors,VIDEO_PLAYERS,"100,000,000+",100000000,,0,https://d10nkoc3mu17gd.cloudfront.net/privacy/VideoShow_Privacy_Policy_en.html,5701551,"September 17, 2021",4.618654727935791,45M,"Vlog Maker and Intro Maker, Animated Video Editor with Music, Beauty Camera","VideoShow Video Editor, Video Maker, Photo Editor",https://play.google.com/store/apps/details?id=com.xvideostudio.videoeditor,9.4.7 rc
4.1,4.1 and up,com.eabdrazakov.photomontage,Contains Ads,Rated for 3+,CNY," Put yourself next to a celebrity or move to any point on the globe 🗺️ by means of photomontage. Swap your face between friends or swap faces with superstars and cute animals 🐯. Import photos from the photo gallery or find them on the web 🌐 using image search. Cut ✂️ what you need, indicate where to paste the pic, and the app will do the rest. In order to make the cuts less visible on the final picture, try to use a background with 'transparent' texture (water 🌊, rainbow 🌈, clouds ☁️, sand 🏖️ etc.). your funniest image with friends via favorite messengers and social networks 📲.",Photo2Photo,Photography,PHOTOGRAPHY,"50,000,000+",50000000,,0,https://docs.google.com/document/d/1OECPlmKCw6ePc2Ln6TapDSwLAJMYiYjt9lmzE1cbyH8/edit,429615,"August 25, 2021",4.366588592529297,8.1M,Cut and paste any objects from one photo on another by applying seamless effect,Cut Paste Photo Seamless Edit,https://play.google.com/store/apps/details?id=com.eabdrazakov.photomontage,33.1
5.0,5.0 and up,com.outfit7.mytalkingangelafree,Contains Ads,Rated for 3+,CNY,"Talking Angela is a virtual pet with a style the whole family can enjoy!- Players can bathe her, decorate her home and feed her delicious food.- Angela has a variety of mini games designed to test skill, reflexes and puzzle solving ability.- Players can collect stylish stickers to collect and swap with other players.- Angela can select unique outfits from a huge selection of fashion items, including dresses, shoes and makeup. A new makeover whenever she wants!- She can even learn cool dance moves to her favorite songs. Whether it’s ballet, K-pop or disco - Angela takes to the stage and makes some magic!DOWNLOAD FOR FREE AND START PLAYING MY TALKING ANGELA NOW! MAKE HER A SUPERSTAR!This app is PRIVO certified. The PRIVO safe harbor seal indicates Outfit7 Limited has established COPPA compliant privacy practices to protect your child’s personal information. Our apps do not allow younger children to share their information.My Talking Angela offers users an exclusive monthly subscription, allowing access to exclusive additional gameplay features, as an optional in-app purchase.The Captain Cute monthly subscription – which offers the Captain Cute outfit, the option to resume playing 4x per mini-game session, and unlimited energy for playing mini-games – is priced at $4.99 per month.Payment will be charged to your Google Play account at the confirmation of purchase. The subscription automatically renews every month unless it is canceled any time before the end of the current subscription period. When you cancel your subscription, the cancellation will apply from the next subscription period onwards. You can manage and cancel your subscriptions by going to your Google Play Account settings after purchase. Please note that deleting the app does not result in cancellation of your subscription.This app contains:- Promotion of Outfit7's products and advertising- Links that direct users to other apps and Outfit7's websites- Personalization of content to entice users to play the app again- Watching videos of Outfit7's animated characters via YouTube integration- Items are available for different prices in virtual currency, depending on the current level reached by the player- Alternative options to access all functionalities of the app without making any in-app purchase using real money (level progress, games, in-game functionalities, ads)Terms of use: http://outfit7.com/eula/EEA privacy policy: https://outfit7.com/privacy/eea/US privacy policy: https://outfit7.com/privacy/Rest of the world privacy policy: https://outfit7.com/privacy/Customer support: support@outfit7.com",Outfit7 Limited,Casual,GAME_CASUAL,"500,000,000+",500000000,,0,http://outfit7.com/privacy/,13305363,"September 16, 2021",4.18831729888916,118M,"A singing, dancing fashion star from the makers of My Talking Tom!",My Talking Angela,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingangelafree,5.4.0.2133
4.2,4.2 and up,com.sinyee.babybus.culture,Contains Ads,Rated for 3+,CNY,"Little Panda Chinese Festival will introduce the life in China to you. There are annual events like Chinese New Year, the Lantern Festival, Dragon Boat Festival, and the Mid-Autumn Festival.Download Little Panda Chinese Festival, cook Chinese delicacies to celebrate traditional festivals! Make rice cake with girl panda Miumiu, help boy panda Kiki win the dragon boat race, send moon  cakes to baby bunny Momo...More festival surprises await you!TRADITIONAL CHINESE FESTIVALSCelebrate Chinese New Year and many other festivals. You can select your favorite festival!SPECIAL TREATSNoodles, tofu, moon cakes, yuanxiao, colorful dumplings and more! Different food for different Chinese festival! Have fun and explore! FESTIVAL GAMESMazes, the dragon boat race, jigsaw puzzles...there are lots of festival games to choose from. CHINESE PAPERMAKINGPapermaking is always fun! Let's do it together!You'll learn:- Traditional Chinese festival customs.- How to make traditional Chinese festival foods.- Improve your hand-eye coordination and learn to share with others!About BabyBus—————At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.—————Contact us: ser@babybus.comVisit us: http://www.babybus.com",BabyBus,Educational,GAME_EDUCATIONAL,"5,000,000+",5000000,,0,http://en.babybus.com/index/privacyPolicy.shtml,10291,"August 11, 2021",4.392062187194824,94M,Cook special food and have lots of fun in Chinese Holidays!,Baby Panda’s Chinese Holidays,https://play.google.com/store/apps/details?id=com.sinyee.babybus.culture,8.48.00.01
4.4,4.4 and up,com.zobaze.pos,,Rated for 3+,CNY," ( Tools ) for any retail shop, grocery shop, supermarket, wholesale shop, trader, beauty salons & spa, small or individual business,  any service business, home business and more.Use Zobaze POS (point of sale app) instead of a cash register to track sales, inventory in real-time, manage inventory items ( products and services ), manage customers' data, view sales reports, send a digital invoice via SMS, WhatsApp, and more.And Also with POS, you get an Online eCommerce website to take orders.Convert your smartphone or tablet to a complete point of sale software that is very easy to use and handy.👉 Free Plan for a Lifetime 🙏 : 👉 Premium Plan : ➡ Sale & Billing ➡ Online Orders Website ➡ Inventory Management ( Products & Services )➡ Customer Management➡ Point of Sale Dashboard➡ Reports➡ Manage Multiple Business➡ Sell from your smartphone or tablet ➡ Sell Online via Website➡ Manage Products & Services➡ Send Digital Receipts/Invoices➡ Track Sales Activity ➡ Manage Staff Activity➡ Manage Customers and their order history ➡ 100% works without internet Billing Supported➡ Barcode ScannerReplace Cash Register with our POS appTrack Each and Every Sale even with out internetApply Discounts, Tax, Other ChargersSend Digital Invoice (or) Receipts to your customer via SMS / WhatsApp / EmailTrack Inventory in real-time.Easy to add a barcode to inventory items. Easily Organize items/stock with the custom price and multiple-unit support.Add Categories to organize easily.Easy to add barcode and SKU'sTag colors, shapes, and images to items for easy organizing.Instant Add Item helps to quickly bill an item that is not in inventory.Get a Fully loaded E-commerce website for your online store with one click.Get your Online Product Catalog.Manage all your orders in one place ( online orders and StoresBilling).Add Banners and Discounted Items to the home screen.Simple to use the online website for your customers.Send Notifications to your customers.Get to know how many customers visited the store.Delivery & Curbside Pickup SystemTrack Every Order to give Loyalty rewards. Customer Credit Management Manage all your Inventory from the web back office.Export Receipts, Inventory Items, and Customer List.Import Inventory Items from excel sheet.check out  for more details.It's a Simple to use Multiuser SystemGet your staff to manage under one POSGive permission like Items Management, Admin and Customer ManagementManage all your expenses in one place.See Expense - Sale total in reports.All Country Currency SupportHelp SupportThermal Printer SupportedBuy Printer LinksMultiple Businesses ManagementWe are always looking for ways to improve the app, please send us your feedback or feature request from the app it's self or email us at android@zobaze.com","Business Apps By Zobaze - POS, Billing, Inventory",Business,BUSINESS,"500,000+",500000,,0,https://pos.zobaze.com/privacypolicy,8090,"September 16, 2021",4.47777795791626,15M,"Zobaze POS: Easy to use POS System with Inventory ,Online Order and Reports.","Free POS for Billing, Inventory and Online Orders",https://play.google.com/store/apps/details?id=com.zobaze.pos,2.4.2
4.4,4.4 and up,sg.bigo.live,,Rated for 12+,CNY,"BIGO LIVE allows you to live-stream your favorite moments, make friends from all around the world, and watch 24/7 live stream to kill boredom. - Want to watch live streams and interact with hosts in real-time- Enjoy online music concerts- Like chatting with people from around the world- Enjoy watching gaming live streams and discussing strategies- Are interested in becoming an influencer by showcasing your talents- Like to support others who work hard for their dreams- Love luxury goodsMillions of talented broadcasters, dancers, singers, foodies, comedians, and more.No boredom. BIGO LIVE can match you with locals around you or with people from all around the globe. The space for casual, drop-in audio conversations—with friends and other interesting people around the world, similar to Clubhouse.Broadcasters with the most points will win, and losers will be punished. Dare or not? ;) Go live stream or watch other’s live-streaming popular games, such as PUBG, World of Warcraft, Minecraft, GTA, Fortnite, Dota 2, Among Us and more.Get followers, gain fans, receive gifts, make friends and become an idol to others.Instagram: @bigoliveapp / @bigolive.usaFacebook: @bigoliveappTwitter: @bigoliveappInstagram: @bigoliveappYouTube: https://www.youtube.com/bigoliveofficialAny feedback? Please contact us at feedback@bigo.tv",BIGO TECHNOLOGY PTE. LTD.,Social,SOCIAL,"100,000,000+",100000000,,0,https://mobile.bigo.tv/live/policy.html,4706312,"September 27, 2021",4.304955959320068,69M,"Live Stream, Live Video, talk to people around the world and make new friends.","BIGO LIVE–Live Stream, Live Chat, Go Live",https://play.google.com/store/apps/details?id=sg.bigo.live,5.12.3
4.4,4.4 and up,com.king.candycrushsodasaga,Contains Ads,Rated for 3+,CNY,"Download Candy Crush Soda Saga now!From the makers of the legendary Candy Crush Saga comes Candy Crush Soda Saga! Unique candies, more divine matching combinations and challenging game modes brimming with purple soda and fun!This mouth-watering puzzle adventure will instantly quench your thirst for fun. Join Kimmy on her juicy journey to find Tiffi, by switching and matching your way through new dimensions of magical gameplay. Take on this Sodalicious Saga alone or play with friends to see who can get the highest score!Monthly season updates bring unique quests and exciting gameplay for you to explore! Complete quests to progress through the Season Pass while earning rewards and boosters to help you on your Saga.Show your competitive side in the Episode Race! Compete against other players to see who can complete levels the fastest and progress the quickest. Or work as a team in the 4 in a Row game mode where players work together for Sodalicious rewards!Candy Crush Soda Saga Features:*Over 6000 match 3 Sodalicious levels*Mouth-watering graphics, with 3D characters and an ever changing environment*Monthly Seasons all year long, filled with challenging quests and a reward-fueled Season Pass*Game modes bubbling with fun and unique candy:Soda – Switch the bottles and match candies to release purple soda and save the Candy BearsFrosting – Match candy to smash the ice and set the Candy Bears freeHoneycomb – Match candies next to honeycomb to release the trapped Candy BearsJam – Spread the jam across the board*Unique candies and scrumptious new matching combinations:Match 4 candies in a square to make a Swedish Fish!Match 7 candies for the all new Coloring Candy!*Explore juicy worlds and levels with even more characters!*Team up for tasty rewards in the 4 in a Row game mode *Complete levels in the fastest time for sweet prizes in the Episode Race!*Easy and fun to play, yet challenging to fully master*Players that Facebook Connect will have access to leaderboards where you can challenge your friends and compare your highscores!*Easily sync the game between devices to unlock the games full features when connected to the internetCandy Crush Soda Saga is completely free to play, but some in-game items such as extra moves or lives will require payment.By downloading this game you are agreeing to our terms of service; http://about.king.com/consumer-terms/termsDo not sell my data: King shares your personal information with advertising partners to personalize ads. Learn more at https://king.com/privacyPolicy. If you wish to exercise your Do Not Sell My Data rights, you can do so by contacting us via the in game help centre or by going to https://soporto.king.com/Facebook @CandyCrushSodaSagaTwitter @CandyCrushSodaInstagram @CandyCrushSagaYouTube @CandyCrushOfficialLast but not least, a big THANK YOU goes out to everyone who has played Candy Crush Soda Saga!",King,Casual,GAME_CASUAL,"100,000,000+",100000000,,0,https://king.com/privacyPolicy,8212433,"September 15, 2021",4.5279154777526855,Varies with device,A popping match 3 game! Swipe candies & solve fun puzzles. It's Sodalicious!,Candy Crush Soda Saga,https://play.google.com/store/apps/details?id=com.king.candycrushsodasaga,1.202.4
Varies with device,Varies with device,com.google.android.play.games,,Rated for 12+,CNY,"Games are more fun with the Google Play Games app. We'll help you find your next favorite game – from action to puzzles. And with ""Instant play,"" many games require no installation. Really. Save your progress and track your achievements as you level up. Plus, you can pick up where you left off from any device.KEY FEATURES•  There’s no installation needed – look for the ""Instant play"" button to instantly play full games.•  Play Solitaire, Minesweeper, Snake, PAC-MAN, Cricket, and Whirlybird – even when you’re offline.•  Your progress is automatically saved to the cloud when you see ""Progress saved by Play Games.""•  Create a custom gamer ID, unlock achievements, earn XP, and level up.•  Easily record and share your best gameplay moments.",Google LLC,Entertainment,ENTERTAINMENT,"1,000,000,000+",1000000000,,0,http://www.google.com/policies/privacy,12287757,"September 24, 2021",4.289155006408691,Varies with device,"Play games instantly, save progress, and earn achievements.",Google Play Games,https://play.google.com/store/apps/details?id=com.google.android.play.games,Varies with device
Varies with device,Varies with device,com.instagram.android,Contains Ads,Rated for 12+,CNY,"Bringing you closer to the people and things you love. — Instagram from FacebookConnect with friends, share what you’re up to, or see what's new from others all over the world. Explore our community where you can feel free to be yourself and share everything from your daily moments to life's highlights.Express Yourself and Connect With Friends* Add photos and videos to your INSTA story that disappear after 24 hours, and bring them to life with fun creative tools.* Message your friends in Direct. Start fun conversations about what you see on Feed and Stories.* Post photos and videos to your feed that you want to show on your profile.Learn More About Your Interests* Check out IGTV for longer videos from your favorite INSTA creators.* Get inspired by photos and videos from new INSTA accounts in Explore.* Discover brands and small businesses, and shop products that are relevant to your personal style.",Instagram,Social,SOCIAL,"1,000,000,000+",1000000000,,0,http://instagram.com/legal/privacy/,124926046,"September 22, 2021",3.8349835872650146,Varies with device,Bringing you closer to the people and things you love.,Instagram,https://play.google.com/store/apps/details?id=com.instagram.android,Varies with device
4.1,4.1 and up,com.mobile.legends,Contains Ads,Rated for 7+,CNY,"Join your friends in a brand new 5v5 MOBA showdown against real human opponents, Mobile Legends: Bang Bang! Choose your  favorite heroes and build the perfect team with your comrades-in-arms! 10-second matchmaking, 10-minute battles. Laning, jungling, tower rushing, team battles, all the fun of PC MOBAs and action games in the palm of your hand! Feed your eSports spirit!Mobile Legends: Bang Bang, outstanding MOBA game on mobile. Smash and outplay your enemies with teammates to achieve the final victory!Your phone thirsts for battle!  Real-time 5v5 battles against real opponents. Fight over 3 lanes to take the enemy’s tower. 4 jungle areas. 18 defense towers. 2 Wild Bosses. Complete reproductions of classic MOBA maps. Full-on 5v5, Human vs. Human battles. A triumphant return to genuine MOBA gameplay. Block damage, control the enemy, and heal teammates! Choose from Tanks, Mages, Marksmen, Assassins, Supports, etc. to anchor your team or be match MVP! New heroes are constantly being released! Just like classic MOBAs, there is no hero training or paying for stats. Winners and losers are decided based on skill and ability on this fair and balanced platform for competitive gaming. Play to Win, not Pay to Win. With a virtual joystick on the left and skill buttons on the right, 2 fingers are all you need to become a master! Autolock and target sifting allow you to last hit to your heart’s content. Never miss! And a convenient tap-to-equip system lets you focus on the thrill of battle! Matchmaking only takes 10 seconds, and battles last 10 minutes, glossing over the quiet early-game leveling up and jumping right into intense battles. Less boring waiting and repetitive farming, and more thrilling action and fist-pumping victories. At any place, at any moment, just pick up your phone, fire up the game, and immerse yourself in heart-pounding MOBA competition. In most MOBAs, a dropped connection means hanging your team out to dry, but with Mobile Legends: Bang Bang’s powerful reconnection system, if you get dropped, you can be back in the battle in seconds. And while you’re offline, your character will be controlled by our AI system to avoid a 5-on-4 situation.PLEASE NOTE! Mobile Legends: Bang Bang is free to download and play, however some game items can also be purchased for real money. If you do not want to use this feature, please set up password protection for purchases in the settings of your Google Play Store app. Also, under our Terms of Service and Privacy Policy, you must be at least 12 years of age to play or download Mobile Legends: Bang Bang. You can get customer service assistance via the [Contact Us] button in the game to help you with any problems you may encounter while playing. You can also find us on the following platforms. We welcome all of your Mobile Legends: Bang Bang thoughts and suggestions: mobilelegendsgame@moonton.com @mobilelegendsgame https://www.youtube.com/c/MobileLegends5v5MOBA",Moonton,Action,GAME_ACTION,"100,000,000+",100000000,,0,https://m.mobilelegends.com/en/newsdetail/475,27962236,"September 16, 2021",4.144259929656982,120M,Play 5v5 MOBA game on mobile with worldwide players.,Mobile Legends: Bang Bang,https://play.google.com/store/apps/details?id=com.mobile.legends,1.6.18.6761
4.1,4.1 and up,com.langkids.englishforkidsuk,Contains Ads,Rated for 3+,CNY,- English for Kids App is a way of learning English for kids or first-time learners. It makes learning English efficient and fun.- Easy to learn vocabulary through pictures.- Topics:ـــــــــــــــــــ• Alphabet• Numbers• Colours• Shapes• Days of the week• Months of the year• Fruits• Vegetables• Animals• Birds• Food• Clothes• Kitchen• Bathroom• Living room• School• Sports• Body parts• Family• Professions,LangsForKids,Education,EDUCATION,"500,000+",500000,,0,https://sites.google.com/view/langsforkids-english/,20837,"April 10, 2021",4.559659004211426,18M,This app is a way of learning English for kids or first-time learners.,English For Kids - Learn and Play,https://play.google.com/store/apps/details?id=com.langkids.englishforkidsuk,2.2
5.0,5.0 and up,com.vi.clouds.fatcash,,Rated for 3+,CNY,"➡️ Fat cash Production：Cash loan amount: ₱ 3,000.00 - ₱ 20,000.00Cash loan term: 91 days (shortest, including renewal time) - 180 days (longest, including renewal time)Maximum APR: 20%Transaction Fee: 0Service fee: No other fees➡️ Cash loan Interest calculation:For example: If you choose a loan limit of ₱ 15,000.00 with a period of 120 days,the total interest should be paid: ₱ 15,000.00 * 0.045% * 120= ₱ 810.00, monthly interest shall be paid: ₱ 15,000.00 * 0.045% * 30 = ₱ 202.50，monthly repayment bill including principle and interest shall be paid: ₱ 15,000.00/4 + ₱ 202.50 = ₱ 3952.50，total repayment bill including principle and interest shall be paid: ₱ 15,000.00 + ₱ 810.00 = ₱ 15,810.00.➡️ Why use Fat cash loan app?Fat cash is your partner for cash loan. It is one of the unique Fintech platforms in the Philippine to provide you 24-hour approval cash loan service online whenever and whatever.➡️ WHO CAN LEND PESO?20-60 years oldFilipino citizenHave 1 government-issued IDHave a stable income➡️ How simple is the cash loan process?• Download the Fat cash online loan app• Fill out our quick loan application in the Fat cash loan lending app• Wait for evaluation• Get peso cash sent directly to your bank account/Gcash/Coins ph...✔ Fat cash advantage:⏰24-hour approval Cash Loan✉ Contact us：For any questions, feedback, or hesitations, please contact us via the following methods:Working time: 8:30 am – 18:00 pm (Monday - Saturday)Facebook: @FatcashOfficialAddress: Craig St,SAMPALOC,NCR,CITY OF MANILA,PhilippinesEmail:cs.fatcash@gmail.com",HilandCredit-ID,Finance,FINANCE,"10,000+",10000,,0,http://phl-attach.hcloudai.com/preview/fatcash/fat_cash_privacy_policy.html,143,"September 2, 2021",3.367924451828003,10M,Safe and fast mobile phone loans,FatCash,https://play.google.com/store/apps/details?id=com.vi.clouds.fatcash,1.5
